Roulette,Wheel:,,,74516.626,,,,,
302,140802.27,140209.67,133670.3,,,,,,
303,140903.55,140423.58,131891.87,,,,,,
304,140903.55,139674.1,126934.99,,,,,,
305,140903.55,140053.79,133295.27,,,,,,
306,140903.55,140240.13,132552.98,,,,,,
307,141630.4,137703.59,132703.81,,,,,,
308,141630.4,139083.19,126282.92,,,,,,
309,140903.55,139528.5,129391.59,,,,,,
310,141423.97,139579.05,132540.13,,,,,,
311,140903.55,139909.44,129015.15,,,,,,
312,140903.55,139519.2,128401.16,,,,,,
313,140903.55,140478.02,132024.95,,,,,,
314,141206.7,139452.48,125713.64,,,,,,
315,140903.55,138633.4,123563.58,,,,,,
316,140903.55,139478.38,128059.8,,,,,,
317,140903.55,140352.78,133726.33,,,,,,
318,140903.55,140478.42,133623.93,,,,,,
319,140903.55,140400.76,129567.12,,,,,,
320,140903.55,139877.31,128166.11,,,,,,
321,140903.55,140349.65,131068.79,,,,,,
322,140903.55,140134.78,132727.53,,,,,,
323,140903.55,139507.95,131102.67,,,,,,
324,140903.55,139454.88,127476.43,,,,,,
325,140903.55,140361.18,130575.6,,,,,,
326,141102.45,140251.83,132979.07,,,,,,
327,141102.45,138290.86,124994.89,,,,,,
328,141102.45,139868.35,129544.41,,,,,,
329,141102.45,140173.95,133730.39,,,,,,
330,141102.45,139565.8,126559.05,,,,,,
331,141102.45,140614.05,133797.42,,,,,,
332,141102.45,139889.21,129766.03,,,,,,
333,141102.45,139356.33,126990.72,,,,,,
334,141102.45,140095.92,131193.95,,,,,,
335,141102.45,140210.2,131193.95,,,,,,
336,141102.45,140711.8,132781.55,,,,,,
337,141102.45,139762.98,125535.03,,,,,,
338,141102.45,140145.94,125314.74,,,,,,
339,141102.45,140080.23,132411.01,,,,,,
340,141102.45,140065.4,132308.58,,,,,,
341,141102.45,140578.3,134253.02,,,,,,
342,141102.45,140399.14,127986.84,,,,,,
343,141102.45,140919.4,134741.39,,,,,,
344,141102.45,140536.02,129966.88,,,,,,
345,141102.45,140702.44,135078.49,,,,,,
346,141386.48,139860.65,125007.91,,,,,,
347,141386.48,141137.99,139472.17,,,,,,
348,141386.48,137749.55,126525.3,,,,,,
349,141386.48,140089.43,128542.73,,,,,,
350,141386.48,139801.25,127172.32,,,,,,
351,141747.63,140214.3,129056.82,,,,,,
352,141906.9,139671.12,129625.89,,,,,,
353,141906.9,139914.89,126386.5,,,,,,
354,141747.63,138440.82,129835.3,,,,,,
355,141747.63,140130.2,120294.72,,,,,,
356,141386.48,140740.64,133518.47,,,,,,
357,141386.48,139401.01,127274.75,,,,,,
358,141386.48,140842.57,129625.89,,,,,,
359,141386.48,140982.02,132867.04,,,,,,
360,141386.48,140717.45,135414.75,,,,,,
361,141386.48,140278.04,131236.38,,,,,,
362,141386.48,141218.43,131948.4,,,,,,
363,141386.48,141191.82,135994.62,,,,,,
364,142259.06,140916.06,127676.41,,,,,,
365,142259.06,140138.86,129590.45,,,,,,
366,142259.06,140274.28,129245.6,,,,,,
367,142259.06,136664.06,128342.97,,,,,,
368,142259.06,139781.56,125986.65,,,,,,
369,142259.06,140685.23,131048.08,,,,,,
370,142259.06,140532.54,131995.55,,,,,,
371,142259.06,141960.42,130295.34,,,,,,
372,142259.06,140335.56,126754.97,,,,,,
373,142259.06,141965.63,135439.88,,,,,,
374,142554.14,141619.71,131046.46,,,,,,
375,142554.14,141668.92,127483.81,,,,,,
376,142554.14,141037.18,129726.87,,,,,,
377,142554.14,141320.19,130134.77,,,,,,
378,142554.14,141427.7,135190.37,,,,,,
379,142554.14,141738.21,128093.3,,,,,,
380,142744.24,141511.52,124401.76,,,,,,
381,142744.24,141851.67,131420.27,,,,,,
382,142744.24,142187.21,136574.87,,,,,,
383,142744.24,142455.9,133579.76,,,,,,
384,142744.24,141440.01,136653.23,,,,,,
385,142744.24,141774.48,134393.58,,,,,,
386,142744.24,141918.02,133551.89,,,,,,
387,142744.24,140036.84,128548.65,,,,,,
388,142744.24,141684.69,131305.14,,,,,,
389,142744.24,141709.7,131186.29,,,,,,
390,142744.24,142039.83,127600.52,,,,,,
391,142744.24,141086.97,131186.29,,,,,,
392,142744.24,140967.3,128495.96,,,,,,
393,143728.55,141820.63,128638.36,,,,,,
394,142744.24,141819.59,129092.03,,,,,,
395,142744.24,141073.44,131004.02,,,,,,
396,142744.24,142035.05,134199.81,,,,,,
397,142744.24,141112.68,130946.27,,,,,,
398,143118.81,142247.29,131537.54,,,,,,
399,143118.81,141940.35,128629.01,,,,,,
400,143118.81,141831.85,135351.79,,,,,,
401,143118.81,141921.96,136204.83,,,,,,
402,143118.81,142749.85,137922.39,,,,,,
403,143118.81,142146.93,133232.75,,,,,,
404,143118.81,142031.71,131560.85,,,,,,
405,143217.97,141147.16,129940.62,,,,,,
406,143217.97,141830.54,132951.59,,,,,,
407,143217.97,142885.8,131852.32,,,,,,
408,143217.97,142348.05,133310.94,,,,,,
409,143217.97,142452.39,129807.79,,,,,,
410,143217.97,142041.37,130153.68,,,,,,
411,143217.97,142671.21,138939.06,,,,,,
412,143217.97,142794.28,129621.53,,,,,,
413,143217.97,142580.88,131565.09,,,,,,
414,143217.97,141967.43,123442.94,,,,,,
415,143217.97,142355.42,128805.68,,,,,,
416,143217.97,142486.61,128926.69,,,,,,
417,143217.97,142955.99,140358.42,,,,,,
418,143217.97,142301.47,128757.13,,,,,,
419,143217.97,142700.67,129350.7,,,,,,
420,143217.97,142868.08,130160.19,,,,,,
421,143217.97,142275.78,131660.01,,,,,,
422,143217.97,142355.38,128960.16,,,,,,
423,143217.97,142406.96,132348.82,,,,,,
424,143217.97,142299.57,127736.1,,,,,,
425,143217.97,141805.13,119925.8,,,,,,
426,143217.97,142569.61,130039.79,,,,,,
427,143217.97,142469.84,132486.29,,,,,,
428,143217.97,141822.58,127724.51,,,,,,
429,143217.97,142295.89,133731.38,,,,,,
430,143217.97,142117.38,133851.94,,,,,,
431,143217.97,142808.22,132922.21,,,,,,
432,143217.97,142020.78,134818.95,,,,,,
433,143217.97,141860.21,127988.87,,,,,,
434,143217.97,141853.13,129491.68,,,,,,
435,143217.97,142905.5,130947.29,,,,,,
436,143217.97,142082.19,130823.29,,,,,,
437,143217.97,142397.88,135830.74,,,,,,
438,143217.97,141797.57,134367.1,,,,,,
439,143217.97,142408.62,127988.87,,,,,,
440,143217.97,142117.14,134041.05,,,,,,
441,143217.97,142115.48,132930.85,,,,,,
442,143217.97,142461.59,132085.9,,,,,,
443,143217.97,142507.62,134425.73,,,,,,
444,143217.97,142543.9,132180.55,,,,,,
445,143217.97,142383.29,138180.36,,,,,,
446,143217.97,141572.91,130160.19,,,,,,
447,143217.97,141664.63,133074.03,,,,,,
448,143281.22,142419.64,131192.05,,,,,,
449,143281.22,142494.05,129767.08,,,,,,
450,143391.65,141394.35,125704.8,,,,,,
451,143391.65,140059.32,134173.87,,,,,,
452,143391.65,142584.54,127624.13,,,,,,
453,143391.65,141434.11,135721.11,,,,,,
454,143391.65,143223.42,139429.66,,,,,,
455,143391.65,142912.14,137559.51,,,,,,
456,143391.65,142657.9,131089.18,,,,,,
457,143391.65,142340.18,131641.19,,,,,,
458,143391.65,142689.87,136492.01,,,,,,
459,143391.65,142559.2,131236.64,,,,,,
460,143391.65,142950.63,135561.86,,,,,,
461,143391.65,143169.78,134667.63,,,,,,
462,143391.65,142879.17,133348.12,,,,,,
463,143391.65,142750.08,130720.19,,,,,,
464,143391.65,142580.66,133874.76,,,,,,
465,143391.65,142536.38,130051.01,,,,,,
466,143391.65,143117.28,131794.93,,,,,,
467,143391.65,142082.65,133297.94,,,,,,
468,143391.65,142573.21,129940.77,,,,,,
469,143391.65,143274.46,141679.52,,,,,,
470,143391.65,142823.63,135128.65,,,,,,
471,143391.65,143188.55,137573.09,,,,,,
472,143391.65,142672.29,130547.91,,,,,,
473,143391.65,142788.65,129552.03,,,,,,
474,143391.65,142534.07,134088.75,,,,,,
475,143391.65,143121.85,128586.1,,,,,,
476,143391.65,142997.8,136542.41,,,,,,
477,143391.65,141764.17,127603.62,,,,,,
478,143391.65,142474.67,129143.37,,,,,,
479,143391.65,141387.12,128579.75,,,,,,
480,143391.65,143110.13,138451.55,,,,,,
481,143391.65,142991.23,137540.14,,,,,,
482,143391.65,142560.65,132350.42,,,,,,
483,143391.65,143043.47,134721.85,,,,,,
484,143391.65,142942.51,131120.98,,,,,,
485,143391.65,142825.56,132643.02,,,,,,
486,143391.65,143045.01,133582.96,,,,,,
487,143391.65,142857.73,131074.93,,,,,,
488,143391.65,142285.03,134900.18,,,,,,
489,143391.65,141916.34,131794.93,,,,,,
490,143391.65,143281.68,137345.07,,,,,,
491,143391.65,142037.85,117907.41,,,,,,
492,143391.65,143086.16,136294.45,,,,,,
493,143391.65,143201.2,135771,,,,,,
494,143391.65,143192.8,138575.68,,,,,,
495,143391.65,141943.94,131267.36,,,,,,
496,143391.65,143171.02,136883.43,,,,,,
497,143391.65,142493.87,135368.25,,,,,,
498,143391.65,142650.1,134035.43,,,,,,
499,143391.65,142295.05,130579.27,,,,,,
500,143391.65,142834.36,134417.27,,,,,,
,,,,,,,,,
1,47219.15,22306.08,0,,,,,,
2,49557.77,33031.68,15274.89,,,,,,
3,55185.59,39319.9,20172.68,,,,,,
4,59386.51,49660.04,21273.92,,,,,,
5,66277.42,60365.5,45317.87,,,,,,
6,70083.95,61964.85,51293.36,,,,,,
7,70083.95,64585.36,54632.75,,,,,,
8,76580,66334.91,58080.54,,,,,,
9,76580,67767.86,55884.39,,,,,,
10,76580,72082.49,62253.14,,,,,,
11,77721.18,75003.08,63565.95,,,,,,
12,77721.18,75863.16,69455.29,,,,,,
13,77919.55,75807.88,69545.56,,,,,,
14,77721.18,75837.34,67931.64,,,,,,
15,79721.01,75450.34,67137.38,,,,,,
16,81275.43,77332.11,68818.31,,,,,,
17,80295.98,78104.72,71415.35,,,,,,
18,80865.72,78158.03,68931.79,,,,,,
19,81768.79,79155.13,74209.9,,,,,,
20,81839.36,79402.46,67800.04,,,,,,
21,82520.56,79349.98,68308.2,,,,,,
22,85057.01,80336.05,69044.59,,,,,,
23,85057.01,79878.64,68131.08,,,,,,
24,88390.62,83017.4,77453.38,,,,,,
25,88390.62,80909.24,67757.35,,,,,,
26,88390.62,84235.03,75455.45,,,,,,
27,91214.34,84531.16,73618.28,,,,,,
28,91214.34,83574.72,72012.05,,,,,,
29,91340.36,87290.96,78822.13,,,,,,
30,94547.96,88391.06,75588.74,,,,,,
31,95233.65,91053.74,80069.84,,,,,,
32,95233.65,92611.69,85822.29,,,,,,
33,95233.65,94281.79,91214.34,,,,,,
34,97734.01,94332.91,91522.37,,,,,,
35,94747.47,92177.24,82888.68,,,,,,
36,96919.74,93437.14,86900.4,,,,,,
37,96679.05,93885.15,84367.56,,,,,,
38,98444.25,94821.92,88536.07,,,,,,
39,98444.25,93846.12,90086.28,,,,,,
40,98588.36,92835.48,77789.69,,,,,,
41,99027.2,97130.75,82569.39,,,,,,
42,98864.61,96110.09,85020.3,,,,,,
43,99654.2,96341.14,84253.39,,,,,,
44,100550.27,98632.31,94613.93,,,,,,
45,100550.27,97808.12,85037.8,,,,,,
46,100820.12,97127.28,90562.36,,,,,,
47,100776.47,98793.23,86311.81,,,,,,
48,104178.86,99732.78,87511.25,,,,,,
49,103163.75,99130.83,87268.85,,,,,,
50,104027.44,99845.03,88555.65,,,,,,
51,104027.44,99377.86,87554.7,,,,,,
52,104027.44,100533.25,86358.7,,,,,,
53,104027.44,97738.87,90917.29,,,,,,
54,103532.16,99251.66,83047,,,,,,
55,103558.2,100253.77,89183.29,,,,,,
56,107665.78,101070.29,89635.81,,,,,,
57,107665.78,102610.92,86184.67,,,,,,
58,107665.78,103734.85,90022.94,,,,,,
59,112228.76,102716.65,84674.89,,,,,,
60,112228.76,105151.69,90467.28,,,,,,
61,112228.76,108253.62,97389.05,,,,,,
62,112228.76,108571,105104.79,,,,,,
63,115403.56,109220.1,100226.79,,,,,,
64,115403.56,109838.74,98173.97,,,,,,
65,115403.56,111932.97,97565.02,,,,,,
66,115800.88,113605.54,103565.31,,,,,,
67,118121.39,114312.4,100270.74,,,,,,
68,121932.43,113743.96,101917.22,,,,,,
69,121661.48,115589.44,110110.18,,,,,,
70,122005.24,117728.94,101941.43,,,,,,
71,122276.19,112962.19,106170.65,,,,,,
72,122276.19,119920.78,107063.58,,,,,,
73,122411.13,121251.1,111916.33,,,,,,
74,122411.13,121393.04,107442.25,,,,,,
75,122411.13,120898.24,111141.74,,,,,,
76,122411.13,121901.15,116814.5,,,,,,
77,122411.13,115834.29,104838.69,,,,,,
78,122411.13,121552.01,104838.69,,,,,,
79,123388.82,122140.98,113791.86,,,,,,
80,124439.83,122651.43,115639.41,,,,,,
81,125203.28,118400.71,111727.78,,,,,,
82,125203.28,122383.13,106120.97,,,,,,
83,125203.28,122268.32,112778.83,,,,,,
84,125203.28,123439.41,111117.67,,,,,,
85,125203.28,120920.1,104312.53,,,,,,
86,125203.28,124952.41,115040.24,,,,,,
87,125402.37,124829.4,114657.3,,,,,,
88,126121.93,124055.5,103627.78,,,,,,
89,126557.9,119597.41,103493.74,,,,,,
90,126557.9,123676.69,112136.2,,,,,,
91,126557.9,121675.54,110613.18,,,,,,
92,126591.6,124556.48,115384.71,,,,,,
93,126591.6,124143.39,111920.83,,,,,,
94,126591.6,125113.33,117914.55,,,,,,
95,126591.6,124503.92,116442.96,,,,,,
96,126591.6,124009.92,110396.87,,,,,,
97,126591.6,122113.25,105298.65,,,,,,
98,126591.6,120754.03,101120.6,,,,,,
99,126591.6,123616.76,104145.73,,,,,,
100,126591.6,123733.29,110551.71,,,,,,
101,126591.6,124566.62,113713.95,,,,,,
102,126730.43,123592.81,112269.1,,,,,,
103,126730.43,125598.5,118772.96,,,,,,
104,127042.48,125575.26,111808.3,,,,,,
105,128513.38,123839.51,113594.54,,,,,,
106,126901.69,125612.23,118223.57,,,,,,
107,126901.69,123983.97,112934.29,,,,,,
108,127758.76,125497.98,118834.27,,,,,,
109,128839.77,126069.57,121371.51,,,,,,
110,128875.49,125809.46,114119.07,,,,,,
111,128875.49,126122.7,105897.11,,,,,,
112,128875.49,126867.7,118129.91,,,,,,
113,129696.83,125944.97,119240.91,,,,,,
114,129696.83,123936.56,114320.25,,,,,,
115,129696.83,126082.44,113726.61,,,,,,
116,129696.83,127699.29,114847.18,,,,,,
117,129696.83,128787.62,120258.42,,,,,,
118,130001.74,128543.02,117548.8,,,,,,
119,130001.74,128361.29,119569.45,,,,,,
120,130001.74,128925.07,117898.49,,,,,,
121,130001.74,129375.65,122346.1,,,,,,
122,130001.74,126485.21,119911.65,,,,,,
123,130001.74,128027.39,115424.43,,,,,,
124,130001.74,129967.72,127143.93,,,,,,
125,130001.74,129086.63,118940.26,,,,,,
126,130001.74,129762.13,121757.05,,,,,,
127,130147.26,129682.19,122838.79,,,,,,
128,130147.26,128860.04,114064.73,,,,,,
129,130147.26,129221.85,119400.88,,,,,,
130,130147.26,127747.68,116387.54,,,,,,
131,130147.26,129654.63,123965.63,,,,,,
132,130147.26,130071.65,127887.4,,,,,,
133,130147.26,129669.41,120484.43,,,,,,
134,130147.26,129267.11,118907.02,,,,,,
135,130147.26,129920.02,123376.65,,,,,,
136,131930.21,128060.81,115008.24,,,,,,
137,131930.21,127185.42,115883.01,,,,,,
138,131930.21,126555.31,116402.39,,,,,,
139,131930.21,127938.56,116040.61,,,,,,
140,131957.35,129687.32,117325.18,,,,,,
141,131957.35,131008.29,125644.86,,,,,,
142,131957.35,129912.67,125645.97,,,,,,
143,131957.35,131193.89,119595.94,,,,,,
144,131987.78,131109.92,120364.73,,,,,,
145,132424.06,130482.25,121547.91,,,,,,
146,133372.06,130555.08,121164.46,,,,,,
147,133406.42,131574.83,126499.49,,,,,,
148,133513.84,130236.34,122009.09,,,,,,
149,133437.31,130817.52,117660.62,,,,,,
150,134080.74,130833.07,121974.73,,,,,,
151,134080.74,131296.7,117905.68,,,,,,
152,134858.28,130543.4,123129.73,,,,,,
153,134858.28,132754.57,124324.84,,,,,,
154,135074.66,133123.35,124598.6,,,,,,
155,135074.66,134388.1,133275.85,,,,,,
156,135074.66,133482.73,125606.37,,,,,,
157,135074.66,133611.94,126778.84,,,,,,
158,135074.66,133547.12,121207.38,,,,,,
159,135074.66,134349.86,127897.4,,,,,,
160,135074.66,134759.17,123107.77,,,,,,
161,135414.74,134983.21,131469.48,,,,,,
162,135414.74,134221.5,121478.22,,,,,,
163,135074.66,134232.12,129308.02,,,,,,
164,135074.66,134197.22,124808.37,,,,,,
165,135074.66,134451.37,127922,,,,,,
166,135635.25,134655.47,127832.11,,,,,,
167,135635.25,134309.7,123382.95,,,,,,
168,135635.25,132075.91,123800.97,,,,,,
169,135915.88,133600.97,122881.8,,,,,,
170,135915.88,135479.98,129889.39,,,,,,
171,136032.23,131968.08,115151.11,,,,,,
172,136032.23,134008.87,124431.88,,,,,,
173,136032.23,135014.83,119109.05,,,,,,
174,136032.23,131192.95,117340.58,,,,,,
175,136032.23,133541.39,120935.36,,,,,,
176,136032.23,135879.77,131108.31,,,,,,
177,136032.23,135697.41,127239.06,,,,,,
178,136032.23,135173.82,127467.06,,,,,,
179,136032.23,135556.61,129186.26,,,,,,
180,136279.84,135904.4,126971.33,,,,,,
181,136279.84,133866.88,126699.9,,,,,,
182,136279.84,135279.98,121251.67,,,,,,
183,136279.84,133540.86,121276.83,,,,,,
184,136279.84,135582.15,125317.68,,,,,,
185,136279.84,134842,119250.05,,,,,,
186,136279.84,134948.57,126506.12,,,,,,
187,136279.84,135831.26,128395.81,,,,,,
188,136279.84,135936.12,127654.7,,,,,,
189,136279.84,135339.78,126772.46,,,,,,
190,136279.84,135687.97,130073.03,,,,,,
191,136771.95,135560.18,122814.73,,,,,,
192,136771.95,136159.87,132070.92,,,,,,
193,136981.76,135792.6,126459.8,,,,,,
194,136981.76,136549.06,133300.73,,,,,,
195,136981.76,136041.66,123647.8,,,,,,
196,136981.76,135529.31,126733.12,,,,,,
197,137358.68,135925.79,128365.87,,,,,,
198,137358.68,136112.21,129835.46,,,,,,
199,137358.68,136305.86,122926.09,,,,,,
200,137358.68,135975,125920.28,,,,,,
201,137358.68,136797.61,131082.71,,,,,,
202,137358.68,136304.67,125647,,,,,,
203,137358.68,136508.97,126918.77,,,,,,
204,137358.68,136406.07,125466.03,,,,,,
205,137358.68,136717.68,128149.41,,,,,,
206,137358.68,136683.69,129474.65,,,,,,
207,137358.68,136144.53,125499.69,,,,,,
208,137358.68,137045.84,125680.71,,,,,,
209,137358.68,135965.07,127865.72,,,,,,
210,137358.68,136891.37,128287.08,,,,,,
211,137358.68,135619.28,117008.38,,,,,,
212,137358.68,136949.74,128733.54,,,,,,
213,137358.68,136664.93,128818.34,,,,,,
214,137358.68,137096.87,134959.13,,,,,,
215,137358.68,136457.74,127235.88,,,,,,
216,138040.68,136856.97,127708,,,,,,
217,138040.68,137266.95,131232.79,,,,,,
218,138071.11,136666.92,126288.99,,,,,,
219,138071.11,136712.03,133304.16,,,,,,
220,138071.11,136829.32,132530.1,,,,,,
221,138849.85,133266.29,117170.67,,,,,,
222,138849.85,137056.97,125369.22,,,,,,
223,138849.85,137710.4,128186.18,,,,,,
224,138071.11,136499.3,126713.3,,,,,,
225,138071.11,137671.77,132357.72,,,,,,
226,138765.04,137468.7,129356.98,,,,,,
227,138765.04,137594.91,123543.12,,,,,,
228,138765.04,136816.8,131064.9,,,,,,
229,138765.04,137854.82,125188.43,,,,,,
230,138765.04,137905.69,129698.37,,,,,,
231,138765.04,137985.48,127312.47,,,,,,
232,138765.04,138493.97,132149.05,,,,,,
233,138765.04,137794.27,124944.44,,,,,,
234,138765.04,138399.6,127312.47,,,,,,
235,138765.04,138282.56,126694.56,,,,,,
236,138765.04,138246.93,131519.76,,,,,,
237,138765.04,138440.01,129846.86,,,,,,
238,138765.04,138714.71,137366.17,,,,,,
239,138765.04,137654.48,129698.37,,,,,,
240,138765.04,138363.43,131619.78,,,,,,
241,138765.04,137834.96,129701.66,,,,,,
242,138765.04,137818.44,127217.62,,,,,,
243,138765.04,137727.19,125991.63,,,,,,
244,138765.04,137778.2,131001.26,,,,,,
245,138765.04,138010.27,128964.73,,,,,,
246,139105.12,137632.66,124684.12,,,,,,
247,139105.12,137899.6,130410.16,,,,,,
248,139105.12,138514.99,126464.7,,,,,,
249,139105.12,137994.23,128079.92,,,,,,
250,139105.12,136243.63,123930.72,,,,,,
251,139105.12,137326.85,125351.27,,,,,,
252,139105.12,137842.14,127217.62,,,,,,
253,139105.12,138236.6,133116.29,,,,,,
254,139105.12,137958.68,125134.78,,,,,,
255,139105.12,137390.35,127308.49,,,,,,
256,139105.12,138865.33,132350.49,,,,,,
257,139105.12,137828.14,132337.95,,,,,,
258,139105.12,138183.47,126335.23,,,,,,
259,139105.12,136979.2,125730.05,,,,,,
260,139105.12,137758.25,125521.67,,,,,,
261,139105.12,138814.56,135612.31,,,,,,
262,139105.12,138434.08,125851.63,,,,,,
263,139105.12,138867.45,134090.03,,,,,,
264,139105.12,138507.97,123816.83,,,,,,
265,139105.12,137958.38,127058.51,,,,,,
266,139105.12,137685.74,125169.72,,,,,,
267,139105.12,138642.78,132199.99,,,,,,
268,139105.12,138373.18,127986.85,,,,,,
269,139105.12,138029.15,125630.38,,,,,,
270,139749.68,138685.53,128579.31,,,,,,
271,139749.68,138708.12,128940.89,,,,,,
272,139749.68,138562.63,126692.56,,,,,,
273,139749.68,137329.45,124642.99,,,,,,
274,139749.68,138695.14,125473.46,,,,,,
275,139749.68,139463.86,126027.48,,,,,,
276,139749.68,138958.14,123683.64,,,,,,
277,139749.68,138879.62,130369.53,,,,,,
278,139749.68,139671.38,135915.1,,,,,,
279,139749.68,139218.61,124605.95,,,,,,
280,139749.68,138854.23,125112.55,,,,,,
281,139749.68,139332.97,133911.39,,,,,,
282,139749.68,138162.03,119827.68,,,,,,
283,139749.68,137917.5,126385.81,,,,,,
284,139749.68,139150.75,132507.13,,,,,,
285,139749.68,138813.68,128037.81,,,,,,
286,139749.68,139013,129558.68,,,,,,
287,139749.68,138272.62,127629.58,,,,,,
288,139749.68,137550.94,125882.4,,,,,,
289,140295.7,139320.13,131076.09,,,,,,
290,140295.7,139444.93,134127.79,,,,,,
291,140295.7,137841.53,129388.97,,,,,,
292,140295.7,139525.55,129949.37,,,,,,
293,140295.7,138315.55,119233.48,,,,,,
294,140295.7,139405.74,132463.8,,,,,,
295,140295.7,139127.57,127367.67,,,,,,
296,140295.7,138760.65,126358.45,,,,,,
297,140295.7,138386.17,130316.66,,,,,,
298,140295.7,139002.42,129730.33,,,,,,
299,140295.7,138021.41,128642.02,,,,,,
300,140295.7,139527.65,129885.52,,,,,,
301,140295.7,139913.41,133405.54,,,,,,
302,140295.7,138985.42,125151.97,,,,,,
303,140295.7,139141.33,131804.22,,,,,,
304,140295.7,139058.87,130276.35,,,,,,
305,140295.7,140066.32,128298.93,,,,,,
306,140295.7,139219.07,128088.29,,,,,,
307,140295.7,139043.73,129511.18,,,,,,
308,140295.7,139662.45,129852.35,,,,,,
309,140295.7,139168.2,127542.25,,,,,,
310,140295.7,139746.33,126801.32,,,,,,
311,140295.7,139913.41,126521.92,,,,,,
312,140295.7,139352.19,131997.14,,,,,,
313,140295.7,140218.86,138374.65,,,,,,
314,140473.22,140010.2,125767.71,,,,,,
315,140473.22,140011.74,128451.14,,,,,,
316,140473.22,139744.52,126920.63,,,,,,
317,140473.22,139738.85,127469.27,,,,,,
318,140473.22,138884.99,127719.76,,,,,,
319,140473.22,138613.17,128804.77,,,,,,
320,140473.22,139207,132889.38,,,,,,
321,140473.22,138391.02,125932.96,,,,,,
322,140473.22,139887.42,128585.56,,,,,,
323,140473.22,140065.73,131141.19,,,,,,
324,140473.22,139572.9,130022.33,,,,,,
325,140473.22,139861.64,132348.65,,,,,,
326,140473.22,139530.21,127719.76,,,,,,
327,140473.22,140073.83,126842.96,,,,,,
328,140473.22,139885.35,127599.56,,,,,,
329,140473.22,140239.46,128734.89,,,,,,
330,140473.22,139933.14,131783.37,,,,,,
331,140473.22,139307.36,129423.86,,,,,,
332,140473.22,139802,128560.5,,,,,,
333,140473.22,139057.39,127801.75,,,,,,
334,140473.22,140228.36,134379.01,,,,,,
335,140473.22,139677.65,127555.19,,,,,,
336,140686.06,138621.11,124406.86,,,,,,
337,140686.06,140075.43,131970.13,,,,,,
338,140686.06,139902.62,126896.61,,,,,,
339,140686.06,136124.17,121105.48,,,,,,
340,140686.06,139790.5,127428.2,,,,,,
341,140686.06,139268.25,130609.91,,,,,,
342,140686.06,140168.76,130589.67,,,,,,
343,140686.06,140252.52,128674.93,,,,,,
344,140686.06,140505.94,135311.73,,,,,,
345,140686.06,140030.54,127932.61,,,,,,
346,140686.06,139449.79,128875.43,,,,,,
347,140686.06,139584.29,126409.85,,,,,,
348,140686.06,139097.92,126056.59,,,,,,
349,140686.06,140030.04,126818.79,,,,,,
350,140686.06,139776.12,125456.96,,,,,,
351,140686.06,139745.83,132039.54,,,,,,
352,140686.06,140187.04,125832.95,,,,,,
353,140686.06,139502.08,128819.26,,,,,,
354,140686.06,140521.42,135156.3,,,,,,
355,140686.06,139896.72,128947.74,,,,,,
356,140686.06,140151.86,131988.59,,,,,,
357,140686.06,139523.45,121949.66,,,,,,
358,140686.06,140492.24,130521.84,,,,,,
359,140686.06,140456.4,135331.59,,,,,,
360,140686.06,139973.59,126147.93,,,,,,
361,140686.06,139943.15,133532.47,,,,,,
362,140686.06,139437.41,126056.59,,,,,,
363,140686.06,139920.8,133022.47,,,,,,
364,140686.06,139384.02,130113.99,,,,,,
365,140686.06,139147.59,116898.67,,,,,,
366,140686.06,139680.51,129360.17,,,,,,
367,140686.06,139931.18,130857.25,,,,,,
368,140686.06,139843.8,128304.05,,,,,,
369,140686.06,139868.92,125840.35,,,,,,
370,140686.06,139276.18,127864,,,,,,
371,140686.06,140125.95,126887.04,,,,,,
372,140686.06,140438.67,136411.79,,,,,,
373,140686.06,139827.72,127932.61,,,,,,
374,140686.06,140366.2,134619.12,,,,,,
375,140686.06,140483.36,135189.2,,,,,,
376,140686.06,139807.77,126912.28,,,,,,
377,140686.06,139939.62,131994.63,,,,,,
378,140686.06,140293.19,132434.26,,,,,,
379,140686.06,139377.68,129650.21,,,,,,
380,140686.06,139385.25,126941.58,,,,,,
381,140686.06,139121.14,129340.16,,,,,,
382,140686.06,139254.1,128304.05,,,,,,
383,140686.06,139461.01,130981.28,,,,,,
384,140686.06,140340.83,131354.04,,,,,,
385,140686.06,139977.44,130242.71,,,,,,
386,140686.06,140053.75,130553.63,,,,,,
387,140686.06,139812.22,128185.71,,,,,,
388,140686.06,140462.31,131622.68,,,,,,
389,140686.06,139906.91,130085.2,,,,,,
390,140686.06,139495.05,126382.56,,,,,,
391,140686.06,140022.22,128819.26,,,,,,
392,140686.06,139814.44,133386,,,,,,
393,140686.06,139393.72,127479.32,,,,,,
394,140686.06,140067.77,126158.07,,,,,,
395,140686.06,139490.33,128782.18,,,,,,
396,140686.06,139429.81,129650.21,,,,,,
397,140686.06,139553.69,128797.66,,,,,,
398,140686.06,140070.03,127914.89,,,,,,
399,140686.06,139845.78,127696.05,,,,,,
400,140686.06,140161.03,132331.19,,,,,,
401,140686.06,140109.01,129573.18,,,,,,
402,140686.06,139898.31,131993.94,,,,,,
403,140686.06,139981.72,132876.56,,,,,,
404,140686.06,140533.3,137535.91,,,,,,
405,140686.06,138348.27,126158.07,,,,,,
406,140686.06,139385.43,128974.38,,,,,,
407,140686.06,140303.25,125832.95,,,,,,
408,140686.06,139945.36,121921.74,,,,,,
409,140686.06,139875.82,128569.25,,,,,,
